season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium,url
1992,2,rodriguez,lehto,1966-01-31,Finnish,dallara,7,,+1 Lap,0.0,8,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,comas,1963-09-28,French,ligier,26,,+2 Laps,0.0,9,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,boutsen,1957-07-13,Belgian,ligier,22,,+2 Laps,0.0,10,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,gachot,1962-12-23,Belgian,larrousse,13,,+3 Laps,0.0,11,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,katayama,1963-05-29,Japanese,larrousse,24,,+3 Laps,0.0,12,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,alboreto,1956-12-23,Italian,footwork,25,,+4 Laps,0.0,13,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,brundle,1959-06-01,British,benetton,4,,Engine,0.0,14,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,tarquini,1962-03-02,Italian,fondmetal,14,,Clutch,0.0,15,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,chiesa,1964-05-06,Swiss,fondmetal,23,,Spun off,0.0,16,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,martini,1961-04-23,Italian,dallara,9,,Handling,0.0,17,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,alesi,1964-06-11,French,ferrari,10,,Engine,0.0,18,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,morbidelli,1968-01-13,Italian,minardi,21,,Spun off,0.0,19,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,modena,1963-05-12,Italian,jordan,15,,Gearbox,0.0,20,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,grouillard,1958-09-02,French,tyrrell,16,,Engine,0.0,21,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,senna,1960-03-21,Brazilian,mclaren,6,,Transmission,0.0,22,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,fittipaldi,1971-01-18,Brazilian,minardi,17,,Spun off,0.0,23,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,gugelmin,1963-04-20,Brazilian,jordan,8,,Engine,0.0,24,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,wendlinger,1968-12-20,Austrian,march,19,,Collision,0.0,25,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,capelli,1963-05-24,Italian,ferrari,20,,Collision,0.0,26,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,suzuki,1960-09-08,Japanese,footwork,0,,Did not qualify,0.0,27,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,belmondo,1963-04-23,French,march,0,,Did not qualify,0.0,28,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,poele,1961-09-30,Belgian,brabham,0,,Did not qualify,0.0,29,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,2,rodriguez,amati,1959-07-20,Italian,brabham,0,,Did not qualify,0.0,30,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
1992,3,interlagos,mansell,1953-08-08,British,williams,1,5811856.0,Finished,10.0,1,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,patrese,1954-04-17,Italian,williams,2,5841186.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,michael_schumacher,1969-01-03,German,benetton,5,,+1 Lap,4.0,3,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,alesi,1964-06-11,French,ferrari,6,,+1 Lap,3.0,4,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,capelli,1963-05-24,Italian,ferrari,11,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,alboreto,1956-12-23,Italian,footwork,14,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,morbidelli,1968-01-13,Italian,minardi,23,,+2 Laps,0.0,7,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,lehto,1966-01-31,Finnish,dallara,16,,+2 Laps,0.0,8,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,katayama,1963-05-29,Japanese,larrousse,25,,+3 Laps,0.0,9,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,hakkinen,1968-09-28,Finnish,team_lotus,24,,+4 Laps,0.0,10,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,tarquini,1962-03-02,Italian,fondmetal,19,,Engine,0.0,11,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,wendlinger,1968-12-20,Austrian,march,9,,Clutch,0.0,12,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,fittipaldi,1971-01-18,Brazilian,minardi,20,,Gearbox,0.0,13,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,grouillard,1958-09-02,French,tyrrell,17,,Engine,0.0,14,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,comas,1963-09-28,French,ligier,15,,Gearbox,0.0,15,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,herbert,1964-06-25,British,team_lotus,26,,Spun off,0.0,16,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,boutsen,1957-07-13,Belgian,ligier,10,,Collision,0.0,17,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,gugelmin,1963-04-20,Brazilian,jordan,21,,Gearbox,0.0,18,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,brundle,1959-06-01,British,benetton,7,,Collision,0.0,19,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,martini,1961-04-23,Italian,dallara,8,,Clutch,0.0,20,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,gachot,1962-12-23,Belgian,larrousse,18,,Suspension,0.0,21,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,cesaris,1959-05-31,Italian,tyrrell,13,,Engine,0.0,22,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,senna,1960-03-21,Brazilian,mclaren,3,,Engine,0.0,23,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,berger,1959-08-27,Austrian,mclaren,4,,Electrical,0.0,24,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,suzuki,1960-09-08,Japanese,footwork,22,,Engine,0.0,25,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,modena,1963-05-12,Italian,jordan,12,,Gearbox,0.0,26,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,chiesa,1964-05-06,Swiss,fondmetal,0,,Did not qualify,0.0,27,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,belmondo,1963-04-23,French,march,0,,Did not qualify,0.0,28,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,poele,1961-09-30,Belgian,brabham,0,,Did not qualify,0.0,29,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,3,interlagos,amati,1959-07-20,Italian,brabham,0,,Did not qualify,0.0,30,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
1992,4,catalunya,mansell,1953-08-08,British,williams,1,6970674.0,Finished,10.0,1,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,michael_schumacher,1969-01-03,German,benetton,2,6994588.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,alesi,1964-06-11,French,ferrari,8,6997136.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,berger,1959-08-27,Austrian,mclaren,7,7051321.0,Finished,3.0,4,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,alboreto,1956-12-23,Italian,footwork,16,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,martini,1961-04-23,Italian,dallara,13,,+2 Laps,1.0,6,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,suzuki,1960-09-08,Japanese,footwork,19,,+2 Laps,0.0,7,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,wendlinger,1968-12-20,Austrian,march,9,,+2 Laps,0.0,8,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,senna,1960-03-21,Brazilian,mclaren,3,,Spun off,0.0,9,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,capelli,1963-05-24,Italian,ferrari,5,,Spun off,0.0,10,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,fittipaldi,1971-01-18,Brazilian,minardi,22,,+4 Laps,0.0,11,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,belmondo,1963-04-23,French,march,23,,+4 Laps,0.0,12,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,lehto,1966-01-31,Finnish,dallara,12,,Spun off,0.0,13,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,tarquini,1962-03-02,Italian,fondmetal,18,,Spun off,0.0,14,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,hakkinen,1968-09-28,Finnish,team_lotus,21,,Spun off,0.0,15,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,comas,1963-09-28,French,ligier,10,,Spun off,0.0,16,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,gachot,1962-12-23,Belgian,larrousse,24,,Engine,0.0,17,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,grouillard,1958-09-02,French,tyrrell,15,,Spun off,0.0,18,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,morbidelli,1968-01-13,Italian,minardi,25,,Handling,0.0,19,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,gugelmin,1963-04-20,Brazilian,jordan,17,,Spun off,0.0,20,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,chiesa,1964-05-06,Swiss,fondmetal,20,,Spun off,0.0,21,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,patrese,1954-04-17,Italian,williams,4,,Spun off,0.0,22,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,herbert,1964-06-25,British,team_lotus,26,,Spun off,0.0,23,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,boutsen,1957-07-13,Belgian,ligier,14,,Engine,0.0,24,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,brundle,1959-06-01,British,benetton,6,,Spun off,0.0,25,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,cesaris,1959-05-31,Italian,tyrrell,11,,Engine,0.0,26,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,katayama,1963-05-29,Japanese,larrousse,0,,Did not qualify,0.0,27,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,poele,1961-09-30,Belgian,brabham,0,,Did not qualify,0.0,28,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,modena,1963-05-12,Italian,jordan,0,,Did not qualify,0.0,29,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,4,catalunya,damon_hill,1960-09-17,British,brabham,0,,Did not qualify,0.0,30,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
1992,5,imola,mansell,1953-08-08,British,williams,1,5320927.0,Finished,10.0,1,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,patrese,1954-04-17,Italian,williams,2,5330378.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,senna,1960-03-21,Brazilian,mclaren,3,5369911.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,brundle,1959-06-01,British,benetton,6,5373934.0,Finished,3.0,4,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,alboreto,1956-12-23,Italian,footwork,9,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,martini,1961-04-23,Italian,dallara,15,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,gugelmin,1963-04-20,Brazilian,jordan,16,,+2 Laps,0.0,7,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,grouillard,1958-09-02,French,tyrrell,20,,+2 Laps,0.0,8,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,comas,1963-09-28,French,ligier,13,,+2 Laps,0.0,9,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,suzuki,1960-09-08,Japanese,footwork,11,,+2 Laps,0.0,10,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,lehto,1966-01-31,Finnish,dallara,16,,Engine,0.0,11,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,wendlinger,1968-12-20,Austrian,march,12,,+3 Laps,0.0,12,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,belmondo,1963-04-23,French,march,24,,+3 Laps,0.0,13,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,cesaris,1959-05-31,Italian,tyrrell,14,,Fuel system,0.0,14,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,katayama,1963-05-29,Japanese,larrousse,17,,Spun off,0.0,15,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,alesi,1964-06-11,French,ferrari,7,,Collision,0.0,16,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,berger,1959-08-27,Austrian,mclaren,4,,Collision,0.0,17,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,gachot,1962-12-23,Belgian,larrousse,19,,Spun off,0.0,18,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,boutsen,1957-07-13,Belgian,ligier,10,,Engine,0.0,19,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,modena,1963-05-12,Italian,jordan,23,,Gearbox,0.0,20,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,morbidelli,1968-01-13,Italian,minardi,21,,Engine,0.0,21,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,tarquini,1962-03-02,Italian,fondmetal,22,,Engine,0.0,22,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,michael_schumacher,1969-01-03,German,benetton,5,,Spun off,0.0,23,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,capelli,1963-05-24,Italian,ferrari,8,,Spun off,0.0,24,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,fittipaldi,1971-01-18,Brazilian,minardi,25,,Gearbox,0.0,25,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,herbert,1964-06-25,British,team_lotus,26,,Gearbox,0.0,26,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,hakkinen,1968-09-28,Finnish,team_lotus,0,,Did not qualify,0.0,27,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,chiesa,1964-05-06,Swiss,fondmetal,0,,Did not qualify,0.0,28,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,damon_hill,1960-09-17,British,brabham,0,,Did not qualify,0.0,29,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,5,imola,poele,1961-09-30,Belgian,brabham,0,,Did not qualify,0.0,30,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
1992,6,monaco,senna,1960-03-21,Brazilian,mclaren,3,6659372.0,Finished,10.0,1,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,mansell,1953-08-08,British,williams,1,6659587.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,patrese,1954-04-17,Italian,williams,2,6691215.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,michael_schumacher,1969-01-03,German,benetton,6,6698666.0,Finished,3.0,4,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,brundle,1959-06-01,British,benetton,7,6740719.0,Finished,2.0,5,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,gachot,1962-12-23,Belgian,larrousse,15,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,alboreto,1956-12-23,Italian,footwork,11,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,fittipaldi,1971-01-18,Brazilian,minardi,17,,+1 Lap,0.0,8,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,lehto,1966-01-31,Finnish,dallara,20,,+2 Laps,0.0,9,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,comas,1963-09-28,French,ligier,23,,+2 Laps,0.0,10,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,suzuki,1960-09-08,Japanese,footwork,19,,+2 Laps,0.0,11,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,boutsen,1957-07-13,Belgian,ligier,22,,+3 Laps,0.0,12,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,capelli,1963-05-24,Italian,ferrari,8,,Spun off,0.0,13,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,berger,1959-08-27,Austrian,mclaren,5,,Gearbox,0.0,14,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,hakkinen,1968-09-28,Finnish,team_lotus,14,,Gearbox,0.0,15,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,alesi,1964-06-11,French,ferrari,4,,Gearbox,0.0,16,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,gugelmin,1963-04-20,Brazilian,jordan,13,,Gearbox,0.0,17,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,herbert,1964-06-25,British,team_lotus,9,,Spun off,0.0,18,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,moreno,1959-02-11,Brazilian,moda,26,,Engine,0.0,19,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,cesaris,1959-05-31,Italian,tyrrell,10,,Gearbox,0.0,20,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,tarquini,1962-03-02,Italian,fondmetal,25,,Engine,0.0,21,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,modena,1963-05-12,Italian,jordan,21,,Spun off,0.0,22,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,grouillard,1958-09-02,French,tyrrell,24,,Transmission,0.0,23,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,wendlinger,1968-12-20,Austrian,march,16,,Gearbox,0.0,24,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,morbidelli,1968-01-13,Italian,minardi,12,,Gearbox,0.0,25,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,martini,1961-04-23,Italian,dallara,18,,Spun off,0.0,26,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,poele,1961-09-30,Belgian,brabham,0,,Did not qualify,0.0,27,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,damon_hill,1960-09-17,British,brabham,0,,Did not qualify,0.0,28,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,chiesa,1964-05-06,Swiss,fondmetal,0,,Did not qualify,0.0,29,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,6,monaco,belmondo,1963-04-23,French,march,0,,Did not qualify,0.0,30,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
1992,7,villeneuve,berger,1959-08-27,Austrian,mclaren,4,5828299.0,Finished,10.0,1,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,michael_schumacher,1969-01-03,German,benetton,5,5840700.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,alesi,1964-06-11,French,ferrari,8,5895626.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,wendlinger,1968-12-20,Austrian,march,12,,+1 Lap,3.0,4,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,cesaris,1959-05-31,Italian,tyrrell,14,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,comas,1963-09-28,French,ligier,22,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,alboreto,1956-12-23,Italian,footwork,16,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,martini,1961-04-23,Italian,dallara,15,,+1 Lap,0.0,8,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,lehto,1966-01-31,Finnish,dallara,23,,+1 Lap,0.0,9,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,boutsen,1957-07-13,Belgian,ligier,21,,+2 Laps,0.0,10,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,morbidelli,1968-01-13,Italian,minardi,13,,+2 Laps,0.0,11,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,grouillard,1958-09-02,French,tyrrell,26,,+2 Laps,0.0,12,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,fittipaldi,1971-01-18,Brazilian,minardi,25,,+4 Laps,0.0,13,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,belmondo,1963-04-23,French,march,20,,+5 Laps,0.0,14,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,katayama,1963-05-29,Japanese,larrousse,11,,Engine,0.0,15,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,brundle,1959-06-01,British,benetton,7,,Transmission,0.0,16,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,patrese,1954-04-17,Italian,williams,2,,Gearbox,0.0,17,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,senna,1960-03-21,Brazilian,mclaren,1,,Electrical,0.0,18,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,modena,1963-05-12,Italian,jordan,17,,Transmission,0.0,19,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,hakkinen,1968-09-28,Finnish,team_lotus,10,,Gearbox,0.0,20,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,herbert,1964-06-25,British,team_lotus,6,,Clutch,0.0,21,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,capelli,1963-05-24,Italian,ferrari,9,,Spun off,0.0,22,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,mansell,1953-08-08,British,williams,3,,Spun off,0.0,23,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,gugelmin,1963-04-20,Brazilian,jordan,24,,Transmission,0.0,24,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,gachot,1962-12-23,Belgian,larrousse,19,,Disqualified,0.0,25,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,tarquini,1962-03-02,Italian,fondmetal,18,,Transmission,0.0,26,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,suzuki,1960-09-08,Japanese,footwork,0,,Did not qualify,0.0,27,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,poele,1961-09-30,Belgian,brabham,0,,Did not qualify,0.0,28,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,chiesa,1964-05-06,Swiss,fondmetal,0,,Did not qualify,0.0,29,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,7,villeneuve,damon_hill,1960-09-17,British,brabham,0,,Did not qualify,0.0,30,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
1992,8,magny_cours,mansell,1953-08-08,British,williams,1,5888459.0,Finished,10.0,1,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
1992,8,magny_cours,patrese,1954-04-17,Italian,williams,2,5934906.0,Finished,6.0,2,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
1992,8,magny_cours,brundle,1959-06-01,British,benetton,7,5961038.0,Finished,4.0,3,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
1992,8,magny_cours,hakkinen,1968-09-28,Finnish,team_lotus,11,,+1 Lap,3.0,4,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
1992,8,magny_cours,comas,1963-09-28,French,ligier,10,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
1992,8,magny_cours,herbert,1964-06-25,British,team_lotus,12,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
1992,8,magny_cours,alboreto,1956-12-23,Italian,footwork,14,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
